time,PV power,Direct-in-plane,Sun Height,Air Temperature,Wind speed
20201104:1211,390.57,460.98,21.81,8.47,1.93
20201104:1311,129.33,164.94,20.77,9.13,1.86
20201104:1411,103.29,135.59,17.4,9.45,1.86
20201104:1511,113.86,147.59,12.06,9.3,1.45
20201104:1611,49.21,75.42,5.17,8.73,1.31
20201104:1711,0,0,0,7.77,1.52
20201104:1811,0,0,0,6.95,1.38
20201104:1911,0,0,0,5.93,1.38
20201104:2011,0,0,0,5.23,1.38
20201104:2111,0,0,0,4.55,1.52
20201104:2211,0,0,0,4.04,1.52
20201104:2311,0,0,0,3.52,1.59
20201105:0011,0,0,0,2.31,1.59
20201105:0111,0,0,0,1.99,1.66
20201105:0211,0,0,0,1.78,1.72
20201105:0311,0,0,0,1.91,1.66
20201105:0411,0,0,0,2.41,1.52
20201105:0511,0,0,0,2.64,1.45
20201105:0611,0,0,0,3.11,1.31
20201105:0711,0,0,0,3.16,1.45
20201105:0811,0.67,7.18,3.8,2.83,1.45
20201105:0911,46.47,68.22,10.86,3.68,1.03
20201105:1011,168.56,205.9,16.44,6.18,1.03
20201105:1111,261.93,312.46,20.11,7.74,1.17
20201105:1211,130.56,166.37,21.5,8.7,1.03
20201105:1311,125.16,160.72,20.47,9.26,0.83
20201105:1411,64.25,91.17,17.12,9.52,0.55
20201105:1511,123.27,158.84,11.79,9.62,0.55
20201105:1611,19.95,37.69,4.91,9.39,0.69
20201105:1711,0,0,0,8.88,0.76
20201105:1811,0,0,0,8.05,0.9
20201105:1911,0,0,0,6.65,1.45
20201105:2011,0,0,0,6.26,1.52
20201105:2111,0,0,0,5.74,1.59
20201105:2211,0,0,0,5.34,1.59
20201105:2311,0,0,0,4.62,1.59
20201106:0011,0,0,0,3.67,1.59
20201106:0111,0,0,0,2.95,1.52
20201106:0211,0,0,0,2.5,1.45
20201106:0311,0,0,0,2.16,1.52
20201106:0411,0,0,0,2.34,1.66
20201106:0511,0,0,0,2.93,1.79
20201106:0611,0,0,0,3.31,2
20201106:0711,0,0,0,4.65,2.07
20201106:0811,0.65,7.18,3.53,4.65,2.28
20201106:0911,321.54,373.43,10.58,5.25,2.48
20201106:1011,544.85,637.07,16.15,6.48,2.48
20201106:1111,544.17,636.77,19.81,7.64,3.1
20201106:1211,678.7,807.03,21.2,8.79,3.38
20201106:1311,625.77,741.31,20.17,9.57,3.59
20201106:1411,523.15,616.38,16.83,9.86,3.59
20201106:1511,345.63,410.9,11.52,9.66,3.17
20201106:1611,88.25,123.73,4.66,8.85,2.69
20201106:1711,0,0,0,8.13,2.55
20201106:1811,0,0,0,7.9,2.41
20201106:1911,0,0,0,7.71,2
20201106:2011,0,0,0,7.62,1.93
20201106:2111,0,0,0,7.64,1.93
20201106:2211,0,0,0,7.77,1.86
20201106:2311,0,0,0,7.74,2
20201107:0011,0,0,0,7.63,2.07
20201107:0111,0,0,0,7.6,2.07
20201107:0211,0,0,0,7.54,2.14
20201107:0311,0,0,0,7.77,2.21
20201107:0411,0,0,0,7.78,2.28
20201107:0511,0,0,0,7.79,2.34
20201107:0611,0,0,0,7.72,2.34
20201107:0711,0,0,0,7.68,2.21
20201107:0811,0.26,6.29,3.27,7.64,2.48
20201107:0911,60.13,85.1,10.3,7.92,2.28
20201107:1011,147.91,184.13,15.86,8.55,2.34
20201107:1111,256.09,305.63,19.51,9.36,2.76
20201107:1211,321.2,380.3,20.9,10.63,3.72
20201107:1311,28.61,48.49,19.88,11.8,4.07
20201107:1411,61.7,88.64,16.55,11.72,3.31
20201107:1511,45.84,69.64,11.26,11.6,3.45
20201107:1611,1.84,9.88,4.42,11.46,3.38
20201107:1711,0,0,0,11.05,3.38
20201107:1811,0,0,0,10.91,3.38
20201107:1911,0,0,0,11.14,2.9
20201107:2011,0,0,0,11.16,2.83
20201107:2111,0,0,0,11.21,2.69
20201107:2211,0,0,0,11.33,2.83
20201107:2311,0,0,0,11.49,3.03
20201108:0011,0,0,0,11.6,3.03
20201108:0111,0,0,0,11.67,2.83
20201108:0211,0,0,0,11.59,2.69
20201108:0311,0,0,0,11.47,2.55
20201108:0411,0,0,0,11.33,2.41
20201108:0511,0,0,0,11.2,2.34
20201108:0611,0,0,0,11.21,2.41
20201108:0711,0,0,0,11.51,2.48
20201108:0811,0,2.49,3,11.62,2.55
20201108:0911,10.58,24.25,10.03,11.76,2.69
20201108:1011,42.25,65.55,15.58,12.13,3.45
20201108:1111,318.14,380.09,19.22,12.75,3.72
20201108:1211,385.54,460.18,20.61,13.48,3.79
20201108:1311,60.39,88,19.59,13.92,3.86
20201108:1411,51.01,76.65,16.28,14.01,3.93
20201108:1511,134.39,173.24,11,13.83,3.72
20201108:1611,53.15,82.32,4.18,13.22,3.38
20201108:1711,0,0,0,12.23,3.31
20201108:1811,0,0,0,11.88,3.38
20201108:1911,0,0,0,11.58,3.24
20201108:2011,0,0,0,11.75,3.45
20201108:2111,0,0,0,11.88,3.52
20201108:2211,0,0,0,12.08,3.79
20201108:2311,0,0,0,12.25,4
20201109:0011,0,0,0,12.11,3.72
20201109:0111,0,0,0,11.95,3.66
20201109:0211,0,0,0,11.91,3.52
20201109:0311,0,0,0,11.95,3.66
20201109:0411,0,0,0,11.89,3.45
20201109:0511,0,0,0,11.82,3.45
20201109:0611,0,0,0,11.7,3.24
20201109:0711,0,0,0,11.77,3.1
20201109:0811,0.06,5.8,2.74,11.84,3.1
20201109:0911,28.67,48.51,9.76,11.98,3.1
20201109:1011,235.43,285.45,15.29,12.19,2.69
20201109:1111,45.08,69.14,18.93,12.51,2.76
20201109:1211,50.19,75.43,20.32,12.81,2.9
20201109:1311,40.59,63.76,19.31,12.95,2.9
20201109:1411,116.23,151.71,16.01,12.81,2.9
20201109:1511,69.29,97.81,10.75,12.77,2.9
20201109:1611,8.12,20.93,3.94,12.32,2.21
20201109:1711,0,0,0,11.61,2
20201109:1811,0,0,0,11,1.59
20201109:1911,0,0,0,11.43,1.59
20201109:2011,0,0,0,11.41,1.24
20201109:2111,0,0,0,11.27,0.83
20201109:2211,0,0,0,11.1,0.69
20201109:2311,0,0,0,10.92,0.83
20201110:0011,0,0,0,10.62,0.83
20201110:0111,0,0,0,10.4,0.76
20201110:0211,0,0,0,10.46,0.83
20201110:0311,0,0,0,10.62,0.9
20201110:0411,0,0,0,10.61,1.17
20201110:0511,0,0,0,10.41,1.59
20201110:0611,0,0,0,10.15,1.79
20201110:0711,0,0,0,9.86,1.59
20201110:0811,0,1.66,2.49,9.6,1.79
20201110:0911,26.24,44.99,9.49,9.47,2.07
20201110:1011,123.64,157.91,15.02,9.65,2.21
20201110:1111,68.05,95.68,18.64,10.23,2.76
20201110:1211,198.76,242.52,20.03,10.94,4.14
20201110:1311,112.41,146.54,19.03,11.43,4.48
20201110:1411,37.25,59.27,15.75,11.66,4.21
20201110:1511,77.07,106.21,10.51,11.65,4.55
20201110:1611,0.6,7.18,3.72,11.34,4.62
20201110:1711,0,0,0,11,4.76
20201110:1811,0,0,0,10.94,5.03
20201110:1911,0,0,0,11.33,4.83
20201110:2011,0,0,0,11.64,4.9
20201110:2111,0,0,0,11.79,5.03
20201110:2211,0,0,0,11.93,5.24
20201110:2311,0,0,0,11.99,5.45
20201111:0011,0,0,0,12.11,5.72
20201111:0111,0,0,0,12.3,6
20201111:0211,0,0,0,12.43,6.21
20201111:0311,0,0,0,12.45,6.28
20201111:0411,0,0,0,12.31,6.07
20201111:0511,0,0,0,12.08,6.14
20201111:0611,0,0,0,11.95,6.34
20201111:0711,0,0,0,11.78,6.41
20201111:0811,0,1.66,2.23,11.82,6.55
20201111:0911,60.45,86.45,9.22,11.85,6.14
20201111:1011,11.19,25.14,14.74,11.89,6
20201111:1111,26.52,45.8,18.36,11.84,6
20201111:1211,32.89,53.88,19.75,12.05,7.03
20201111:1311,35.8,57.47,18.76,11.9,7.17
20201111:1411,21.02,38.61,15.49,11.69,6.76
20201111:1511,13.09,27.84,10.27,11.7,6.48
20201111:1611,1.4,8.98,3.49,11.5,5.59
20201111:1711,0,0,0,10.81,3.72
20201111:1811,0,0,0,9.84,3.86
20201111:1911,0,0,0,8.91,3.31
20201111:2011,0,0,0,8.42,3.93
20201111:2111,0,0,0,8.22,4.76
20201111:2211,0,0,0,7.73,4.34
20201111:2311,0,0,0,7.43,3.86
20201112:0011,0,0,0,6.93,3.45
20201112:0111,0,0,0,6.93,3.52
20201112:0211,0,0,0,7,3.86
20201112:0311,0,0,0,7.21,4
20201112:0411,0,0,0,7.01,3.45
20201112:0511,0,0,0,6.6,2.97
20201112:0611,0,0,0,6.83,3.38
20201112:0711,0,0,0,7.04,3.38
20201112:0811,0,2.49,1.98,7.59,3.66
20201112:0911,197.22,237.23,8.96,8.24,4
20201112:1011,265.54,313.49,14.47,9.2,4.48
20201112:1111,144.4,181.03,18.09,10.11,4.41
20201112:1211,106.81,139.96,19.48,10.85,4.28
20201112:1311,112.81,146.79,18.49,11.41,4.97
20201112:1411,80.13,109.7,15.24,11.65,5.1
20201112:1511,47.22,71.15,10.03,11.63,6.62
20201112:1611,0,4.49,3.28,11.35,6.34
20201112:1711,0,0,0,11.01,6.28
20201112:1811,0,0,0,11.05,6.41
20201112:1911,0,0,0,11.3,6.34
20201112:2011,0,0,0,11.25,6.28
20201112:2111,0,0,0,10.57,5.31
20201112:2211,0,0,0,9.25,4.9
20201112:2311,0,0,0,7.78,3.66
20201113:0011,0,0,0,7.04,3.31
20201113:0111,0,0,0,6.5,3.38
20201113:0211,0,0,0,6.11,3.52
20201113:0311,0,0,0,5.84,3.66
20201113:0411,0,0,0,5.66,3.72
20201113:0511,0,0,0,5.45,3.86
20201113:0611,0,0,0,5.4,3.93
20201113:0711,0,0,0,5.45,3.93
20201113:0811,0,1.66,1.73,5.5,3.79
20201113:0911,304.6,353.24,8.7,5.75,3.79
20201113:1011,526.55,611.18,14.2,6.73,3.31
20201113:1111,298.16,349,17.81,7.68,3.66
20201113:1211,80.96,109.59,19.21,8.44,4.55
20201113:1311,68.58,95.61,18.23,8.82,4.34
20201113:1411,128.43,162.53,15,9.15,4.41
20201113:1511,73.83,101.39,9.8,8.84,3.59
20201113:1611,0.62,7.18,3.07,8.61,3.45
20201113:1711,0,0,0,8.2,3.45
20201113:1811,0,0,0,7.97,3.52
20201113:1911,0,0,0,8.44,3.66
20201113:2011,0,0,0,8.45,3.66
20201113:2111,0,0,0,8.4,3.79
20201113:2211,0,0,0,8.6,4
20201113:2311,0,0,0,8.67,4.14
20201114:0011,0,0,0,8.61,4.21
20201114:0111,0,0,0,8.45,4.07
20201114:0211,0,0,0,8.42,4.14
20201114:0311,0,0,0,8.34,4.14
20201114:0411,0,0,0,8.28,4
20201114:0511,0,0,0,8.57,4.07
20201114:0611,0,0,0,8.66,4
20201114:0711,0,0,0,9.56,4.41
20201114:0811,0,0,0,9.71,4.48
20201114:0911,1,8.08,8.45,10.19,4.62
20201114:1011,5.38,16.16,13.94,10.58,5.03
20201114:1111,41.05,63.76,17.55,11.09,5.45
20201114:1211,49.24,73.63,18.94,11.1,6
20201114:1311,19.73,36.82,17.98,10.99,6.76
20201114:1411,189.16,230.11,14.76,10.68,6.62
20201114:1511,19.76,36.82,9.58,10.72,6.69
20201114:1611,6.45,18.31,2.86,10.15,7.45
20201114:1711,0,0,0,9.48,6.9
20201114:1811,0,0,0,9.01,5.59
20201114:1911,0,0,0,9.19,5.31
20201114:2011,0,0,0,8.91,4.9
20201114:2111,0,0,0,9.05,4.62
20201114:2211,0,0,0,9.24,4.41
20201114:2311,0,0,0,9.48,4.34
20201115:0011,0,0,0,9.6,4.14
20201115:0111,0,0,0,9.51,4.07
20201115:0211,0,0,0,9.23,4.21
20201115:0311,0,0,0,8.89,4.28
20201115:0411,0,0,0,8.76,4.34
20201115:0511,0,0,0,8.41,4.76
20201115:0611,0,0,0,7.36,4.97
20201115:0711,0,0,0,6.63,4.9
20201115:0811,0,0,0,6.42,5.31
20201115:0911,12.82,26.94,8.19,6.46,5.38
20201115:1011,83.13,110.62,13.68,6.74,5.38
20201115:1111,153.04,188.06,17.28,7.25,4.97
20201115:1211,11.45,25.14,18.68,7.8,4.69
20201115:1311,40.86,62.86,17.73,8.29,4.76
20201115:1411,74.18,101.66,14.52,8.76,4.76
20201115:1511,257.21,306.67,9.37,8.88,4.69
20201115:1611,1.88,9.88,2.66,8.79,4.41
20201115:1711,0,0,0,8.48,4.41
20201115:1811,0,0,0,8.37,4.62
20201115:1911,0,0,0,9.03,5.24
20201115:2011,0,0,0,9.44,6
20201115:2111,0,0,0,9.52,6.55
20201115:2211,0,0,0,9.4,6.69
20201115:2311,0,0,0,9.18,6.14
20201116:0011,0,0,0,8.97,5.86
20201116:0111,0,0,0,8.63,5.59
20201116:0211,0,0,0,8.22,4.9
20201116:0311,0,0,0,7.97,4
20201116:0411,0,0,0,7.99,3.66
20201116:0511,0,0,0,8.01,3.86
20201116:0611,0,0,0,8,3.72
20201116:0711,0,0,0,7.7,3.45
20201116:0811,0,0,0,7.71,3.45
20201116:0911,21.48,38.57,7.94,7.8,3.38
20201116:1011,28.42,47.59,13.42,8.18,3.45
20201116:1111,30.53,50.29,17.03,8.55,3.93
20201116:1211,26.88,45.8,18.43,9.11,4.41
20201116:1311,18.46,35.02,17.48,10.11,4.48
20201116:1411,92.48,123.34,14.29,11.03,4.55
20201116:1511,65.82,93.16,9.16,11.74,4.48
20201116:1611,0,4.49,2.47,12.19,4.41
20201116:1711,0,0,0,12.37,4.41
20201116:1811,0,0,0,12.46,4.41
20201116:1911,0,0,0,12.57,4.9
20201116:2011,0,0,0,12.56,5.17
20201116:2111,0,0,0,12.41,5.17
20201116:2211,0,0,0,12.23,5.17
20201116:2311,0,0,0,12.06,5.1
20201117:0011,0,0,0,11.91,5.03
20201117:0111,0,0,0,11.87,4.83
20201117:0211,0,0,0,12,4.69
20201117:0311,0,0,0,12.23,4.62
20201117:0411,0,0,0,12.45,4.62
20201117:0511,0,0,0,12.58,4.69
20201117:0611,0,0,0,12.61,4.83
20201117:0711,0,0,0,12.8,4.76
20201117:0811,0,0,0,12.89,4.69
20201117:0911,6.96,18.86,7.7,13.05,4.69
20201117:1011,5.83,17.06,13.17,13.35,4.62
20201117:1111,96.27,129.18,16.77,13.71,4.55
20201117:1211,18.75,35.92,18.18,13.94,4.55
20201117:1311,12.93,27.84,17.25,13.9,4.62
20201117:1411,11.08,25.14,14.07,13.69,4.76
20201117:1511,45.74,69.9,8.95,13.57,5.03
20201117:1611,0,3.59,2.28,13.48,5.1
20201117:1711,0,0,0,13.07,5.1
20201117:1811,0,0,0,12.75,5.38
20201117:1911,0,0,0,12.29,5.52
20201117:2011,0,0,0,12.29,5.59
20201117:2111,0,0,0,12.39,5.59
20201117:2211,0,0,0,12.51,5.79
20201117:2311,0,0,0,12.56,5.86
20201118:0011,0,0,0,12.62,5.86
20201118:0111,0,0,0,12.69,5.93
20201118:0211,0,0,0,12.71,5.93
20201118:0311,0,0,0,12.68,5.93
20201118:0411,0,0,0,12.75,6
20201118:0511,0,0,0,12.88,6.14
20201118:0611,0,0,0,12.88,5.38
20201118:0711,0,0,0,11.14,4.34
20201118:0811,0,0,0,9.34,4.41
20201118:0911,2.83,11.67,7.46,8.35,4.34
20201118:1011,177.3,214.44,12.92,7.99,4.97
20201118:1111,284.3,331.92,16.52,8,5.45
20201118:1211,558.62,643.81,17.93,8.03,5.79
20201118:1311,52.2,76.33,17.01,8.33,6.21
20201118:1411,75.99,103.34,13.86,8.38,6.69
20201118:1511,2.84,11.67,8.75,7.84,6
20201118:1611,0,1.8,2.1,7.8,6
20201118:1711,0,0,0,7.62,6
20201118:1811,0,0,0,7.64,6.62
20201118:1911,0,0,0,7.38,7.38
20201118:2011,0,0,0,7.71,7.66
20201118:2111,0,0,0,7.57,7.59
20201118:2211,0,0,0,7.55,7.17
20201118:2311,0,0,0,7.29,6.9
20201119:0011,0,0,0,7.05,6.69
20201119:0111,0,0,0,6.88,6.69
20201119:0211,0,0,0,6.76,6.41
20201119:0311,0,0,0,6.55,5.79
20201119:0411,0,0,0,6.13,5.24
20201119:0511,0,0,0,5.86,4.83
20201119:0611,0,0,0,5.58,4.34
20201119:0711,0,0,0,5.2,3.86
20201119:0811,0,0,0,5.13,3.52
20201119:0911,201.07,238.73,7.22,5.08,3.17
20201119:1011,227.47,268,12.68,5.51,2.76
20201119:1111,215.54,255.81,16.28,6.12,3.17
20201119:1211,561.32,654.43,17.7,6.59,3.03
20201119:1311,476.83,555.02,16.79,6.74,2.69
20201119:1411,420,489.05,13.65,6.93,2.69
20201119:1511,139.6,174.33,8.56,7.01,3.03
20201119:1611,0,0.9,1.93,6.79,2.62
20201119:1711,0,0,0,6.6,2.48
20201119:1811,0,0,0,6.4,2.41
20201119:1911,0,0,0,6.6,2.69
20201119:2011,0,0,0,6.8,2.62
20201119:2111,0,0,0,6.89,2.76
20201119:2211,0,0,0,7.08,3.03
20201119:2311,0,0,0,7.36,3.38
20201120:0011,0,0,0,7.74,3.66
20201120:0111,0,0,0,8.21,3.59
20201120:0211,0,0,0,8.67,3.66
20201120:0311,0,0,0,9.12,3.66
20201120:0411,0,0,0,9.34,3.52
20201120:0511,0,0,0,9.39,3.59
20201120:0611,0,0,0,9.72,3.72
20201120:0711,0,0,0,10.02,4.07
20201120:0811,0,0,0,10.48,4.14
20201120:0911,7.06,18.86,6.99,10.77,4.21
20201120:1011,23.82,42.2,12.44,11.01,4.28
20201120:1111,23.11,41.31,16.04,11.17,4.34
20201120:1211,114.2,148.13,17.46,11.25,4.41
20201120:1311,121.42,156.05,16.57,11.16,4.48
20201120:1411,77.11,105.87,13.44,11.15,4.48
20201120:1511,22.4,40.32,8.38,11.12,4.55
20201120:1611,0,1.8,1.76,10.99,4.48
20201120:1711,0,0,0,10.82,4.28
20201120:1811,0,0,0,10.7,4.28
20201120:1911,0,0,0,10.46,4.28
20201120:2011,0,0,0,10.4,4.14
20201120:2111,0,0,0,10.36,4.07
20201120:2211,0,0,0,10.36,4.34
20201120:2311,0,0,0,10.37,4.48
20201121:0011,0,0,0,10.36,4.69
20201121:0111,0,0,0,10.39,4.83
20201121:0211,0,0,0,10.36,4.97
20201121:0311,0,0,0,10.33,4.97
20201121:0411,0,0,0,10.38,5.03
20201121:0511,0,0,0,10.48,5.03
20201121:0611,0,0,0,10.65,4.9
20201121:0711,0,0,0,10.81,4.69
20201121:0811,0,0,0,10.79,4.07
20201121:0911,3.79,13.47,6.76,10.49,3.66
20201121:1011,172.58,211.85,12.21,10.15,3.24
20201121:1111,501.82,591.78,15.81,10.08,3.1
20201121:1211,190.52,232.44,17.24,10.15,3.38
20201121:1311,216.99,261.85,16.35,10.34,3.66
20201121:1411,72.01,99.69,13.25,10.15,3.59
20201121:1511,45.98,69.17,8.2,9.71,3.59
20201121:1611,0,0.9,1.6,9.09,3.52
20201121:1711,0,0,0,8.44,3.17
20201121:1811,0,0,0,7.97,2.83
20201121:1911,0,0,0,7.7,2.9
20201121:2011,0,0,0,7.26,2.76
20201121:2111,0,0,0,7.04,2.69
20201121:2211,0,0,0,6.81,2.55
20201121:2311,0,0,0,6.74,2.48
20201122:0011,0,0,0,6.22,2.28
20201122:0111,0,0,0,5.87,2.07
20201122:0211,0,0,0,5.41,1.93
20201122:0311,0,0,0,5.19,1.79
20201122:0411,0,0,0,5.21,1.66
20201122:0511,0,0,0,5.16,1.66
20201122:0611,0,0,0,4.74,1.72
20201122:0711,0,0,0,4.61,1.86
20201122:0811,0,0,0,4.81,1.79
20201122:0911,110.07,139.62,6.53,5.22,1.86
20201122:1011,433.54,504,11.98,5.81,1.93
20201122:1111,526.54,617.26,15.58,6.85,2.21
20201122:1211,599.41,705.44,17.02,7.47,2.83
20201122:1311,522.8,609.66,16.15,7.56,3.24
20201122:1411,86.8,115.32,13.06,7.54,3.24
20201122:1511,115.43,147.71,8.03,7.31,2.55
20201122:1611,0,0,0,6.83,2
20201122:1711,0,0,0,6.12,1.66
20201122:1811,0,0,0,5.51,1.79
20201122:1911,0,0,0,5.15,1.93
20201122:2011,0,0,0,4.64,2.07
20201122:2111,0,0,0,4.3,2.14
20201122:2211,0,0,0,4.12,2.21
20201122:2311,0,0,0,3.88,2.28
20201123:0011,0,0,0,3.65,2.41
20201123:0111,0,0,0,3.56,2.55
20201123:0211,0,0,0,3.56,2.69
20201123:0311,0,0,0,3.62,2.69
20201123:0411,0,0,0,3.61,2.69
20201123:0511,0,0,0,4.19,3.03
20201123:0611,0,0,0,5.08,3.38
20201123:0711,0,0,0,6.42,3.72
20201123:0811,0,0,0,6.92,3.86
20201123:0911,0.63,7.18,6.31,7.8,4.41
20201123:1011,15.26,30.53,11.76,8.66,4.76
20201123:1111,42.88,65.55,15.36,9.31,4.69
20201123:1211,113.72,146.78,16.8,10.09,4.69
20201123:1311,45.58,69.14,15.95,10.63,4.76
20201123:1411,177.12,217.36,12.87,10.9,4.83
20201123:1511,152.08,190.76,7.86,10.96,4.9
20201123:1611,0,0,0,10.88,5.1
20201123:1711,0,0,0,10.49,5.31
20201123:1811,0,0,0,10.57,5.52
20201123:1911,0,0,0,10.44,5.31
20201123:2011,0,0,0,10.45,5.17
20201123:2111,0,0,0,10.56,5.17
20201123:2211,0,0,0,10.67,5.24
20201123:2311,0,0,0,10.74,5.24
20201124:0011,0,0,0,10.74,5.03
20201124:0111,0,0,0,10.68,5.03
20201124:0211,0,0,0,10.58,5.1
20201124:0311,0,0,0,10.42,5.17
20201124:0411,0,0,0,10.26,5.31
20201124:0511,0,0,0,9.93,5.38
20201124:0611,0,0,0,9.6,5.24
20201124:0711,0,0,0,9.28,4.76
20201124:0811,0,0,0,9.72,5.17
20201124:0911,25.14,43.48,6.1,10.24,5.79
20201124:1011,3.28,12.57,11.54,10.35,5.86
20201124:1111,40.46,62.86,15.15,10.38,5.86
20201124:1211,82.86,112.26,16.6,10.49,5.45
20201124:1311,7.09,18.86,15.75,10.05,4.76
20201124:1411,26.89,45.8,12.7,8.93,3.1
20201124:1511,94.14,123.42,7.7,6.84,3.31
20201124:1611,0,0,0,5.09,3.45
20201124:1711,0,0,0,4.48,2.76
20201124:1811,0,0,0,4.48,1.79
20201124:1911,0,0,0,5.02,1.38
20201124:2011,0,0,0,4.87,1.59
20201124:2111,0,0,0,4.87,1.79
20201124:2211,0,0,0,4.6,1.86
20201124:2311,0,0,0,4.43,1.86
20201125:0011,0,0,0,4.29,1.86
20201125:0111,0,0,0,4.2,1.79
20201125:0211,0,0,0,4,1.86
20201125:0311,0,0,0,3.69,1.86
20201125:0411,0,0,0,3.49,1.79
20201125:0511,0,0,0,3,1.79
20201125:0611,0,0,0,2.68,1.72
20201125:0711,0,0,0,2.32,1.79
20201125:0811,0,0,0,2.3,1.79
20201125:0911,193.92,229.37,5.88,2.35,1.59
20201125:1011,416.25,482.75,11.33,4.04,1.17
20201125:1111,435.91,509.13,14.94,5.82,1.45
20201125:1211,573.93,676.22,16.39,6.96,2.21
20201125:1311,515.21,602.85,15.56,7.47,2.69
20201125:1411,75.89,103.15,12.53,7.72,2.62
20201125:1511,241.34,289.57,7.55,7.56,2.21
20201125:1611,0,0,0,7,2.21
20201125:1711,0,0,0,5.99,2.07
20201125:1811,0,0,0,5.36,2.14
20201125:1911,0,0,0,5.06,2.28
20201125:2011,0,0,0,4.61,2.14
20201125:2111,0,0,0,4.2,2.14
20201125:2211,0,0,0,4.04,2.14
20201125:2311,0,0,0,3.83,2.14
20201126:0011,0,0,0,3.65,1.93
20201126:0111,0,0,0,3.14,1.72
20201126:0211,0,0,0,2.41,1.66
20201126:0311,0,0,0,1.64,1.72
20201126:0411,0,0,0,1.09,1.72
20201126:0511,0,0,0,0.76,1.66
20201126:0611,0,0,0,0.83,1.38
20201126:0711,0,0,0,2.6,0.9
20201126:0811,0,0,0,1.79,1.03
20201126:0911,8.08,19.76,5.68,0.79,1.03
20201126:1011,39.04,59.38,11.12,2.56,0.41
20201126:1111,218.75,260.06,14.73,4.18,0.28
20201126:1211,194.06,233.37,16.2,4.88,0.48
20201126:1311,161.6,198,15.38,5.68,0.62
20201126:1411,404.19,475.33,12.36,5.66,0.76
20201126:1511,39.06,59.98,7.41,5.55,0.9
20201126:1611,0,0,0,5.25,0.76
20201126:1711,0,0,0,4.91,0.97
20201126:1811,0,0,0,4.84,0.9
20201126:1911,0,0,0,4.92,0.9
20201126:2011,0,0,0,4.25,0.97
20201126:2111,0,0,0,3.22,0.97
20201126:2211,0,0,0,3.06,0.9
20201126:2311,0,0,0,2.55,0.9
20201127:0011,0,0,0,2.35,1.1
20201127:0111,0,0,0,2.18,1.17
20201127:0211,0,0,0,2.02,1.24
20201127:0311,0,0,0,1.7,1.45
20201127:0411,0,0,0,1.57,1.45
20201127:0511,0,0,0,1.21,1.45
20201127:0611,0,0,0,0.89,1.24
20201127:0711,0,0,0,1.22,0.97
20201127:0811,0,0,0,1.07,0.97
20201127:0911,1.09,8.08,5.48,1.05,0.97
20201127:1011,164.89,197.16,10.92,1.49,0.9
20201127:1111,313.08,362.11,14.53,2.32,0.76
20201127:1211,540.78,635.55,16.01,3.42,0.76
20201127:1311,387.89,452.04,15.21,4.14,0.76
20201127:1411,320.91,375.15,12.2,4.63,0.9
20201127:1511,81.96,109.12,7.27,4.65,0.97
20201127:1611,0,0,0,4.06,1.24
20201127:1711,0,0,0,3.51,1.45
20201127:1811,0,0,0,2.99,1.59
20201127:1911,0,0,0,3.25,1.79
20201127:2011,0,0,0,3.02,2
20201127:2111,0,0,0,2.99,2.07
20201127:2211,0,0,0,2.92,2.28
20201127:2311,0,0,0,2.99,2.48
20201128:0011,0,0,0,3.13,2.69
20201128:0111,0,0,0,3.24,2.83
20201128:0211,0,0,0,3.46,2.83
20201128:0311,0,0,0,3.75,2.83
20201128:0411,0,0,0,4.02,2.9
20201128:0511,0,0,0,4.16,2.9
20201128:0611,0,0,0,4.62,2.9
20201128:0711,0,0,0,5.31,2.55
20201128:0811,0,0,0,5.77,2.62
20201128:0911,1.47,8.98,5.28,6.26,2.69
20201128:1011,24.33,42.2,10.72,6.81,2.76
20201128:1111,30.69,50.29,14.34,7.43,3.17
20201128:1211,28.45,47.59,15.83,7.95,3.1
20201128:1311,22.07,39.51,15.04,8.12,2.62
20201128:1411,7.16,18.86,12.05,8.3,2.62
20201128:1511,26.81,45.49,7.14,8.25,2.62
20201128:1611,0,0,0,8.16,2.69
20201128:1711,0,0,0,8.05,2.62
20201128:1811,0,0,0,8.04,2.48
20201128:1911,0,0,0,8.2,2.07
20201128:2011,0,0,0,8.21,1.93
20201128:2111,0,0,0,8.21,1.79
20201128:2211,0,0,0,8.22,1.66
20201128:2311,0,0,0,8.12,1.52
20201129:0011,0,0,0,8.15,1.38
20201129:0111,0,0,0,8.16,1.24
20201129:0211,0,0,0,8.16,1.17
20201129:0311,0,0,0,8.14,1.17
20201129:0411,0,0,0,8.18,1.1
20201129:0511,0,0,0,8.2,1.03
20201129:0611,0,0,0,8.18,0.97
20201129:0711,0,0,0,7.95,0.55
20201129:0811,0,0,0,7.88,0.62
20201129:0911,52.26,75.73,5.09,7.96,0.62
20201129:1011,143.44,179.45,10.53,8.65,0.48
20201129:1111,150.08,187.55,14.15,9.39,1.03
20201129:1211,137.66,174.05,15.65,9.67,1.17
20201129:1311,191.46,235.01,14.88,10.12,0.97
20201129:1411,139.18,176.16,11.91,10.33,0.9
20201129:1511,30.94,51.05,7.01,10.17,0.83
20201129:1611,0,0,0,9.8,0.83
20201129:1711,0,0,0,9.38,1.03
20201129:1811,0,0,0,9.17,1.1
20201129:1911,0,0,0,8.96,1.17
20201129:2011,0,0,0,8.89,1.24
20201129:2111,0,0,0,8.81,1.24
20201129:2211,0,0,0,8.66,1.31
